Id,Gender,avg(Age),avg(AvgTime)
2955,M,42.0000,16290.000000000
2956,M,27.6250,13673.000000000
2957,M,27.0000,12549.000000000
2958,M,47.0000,17634.000000000
2959,M,33.0000,15404.000000000
2960,F,52.8000,25164.200000000
2961,F,37.0000,12741.000000000
2962,F,32.0000,14105.000000000
2963,M,52.0000,14999.000000000
2964,M,47.0000,19008.000000000
2965,M,52.0000,16062.000000000
2966,M,42.5000,17130.375000000
2967,M,27.0000,15223.000000000
2968,M,37.0000,14109.000000000
2969,F,42.0000,24647.000000000
2970,F,42.0000,20612.000000000
2971,M,45.0000,15954.333333333
2972,M,52.0000,12451.000000000
2973,M,32.0000,15219.000000000
2974,F,37.0000,18391.000000000
2975,M,21.0000,15321.000000000
2976,F,52.0000,20935.000000000
2977,M,37.0000,13419.000000000
2978,M,37.0000,18671.000000000
2979,F,27.0000,14872.000000000
2981,F,42.0000,17942.000000000
2982,M,67.0000,21207.000000000
2983,M,37.0000,20104.000000000
2984,M,32.0000,12796.000000000
2985,M,27.0000,21133.000000000
2986,M,28.6667,12282.666666666
2987,F,32.0000,16934.000000000
2988,F,32.0000,18450.500000000
2989,M,42.6667,16660.666666666
2990,M,34.0909,14948.909090909
2991,F,27.0000,16518.000000000
2992,M,48.6667,13678.000000000
2994,M,42.0000,16642.500000000
2995,M,47.0000,20911.000000000
2996,F,21.0000,18609.000000000
2997,M,57.0000,19596.000000000
2998,F,33.3333,13604.000000000
2999,M,38.5000,14882.300000000
3000,M,33.7500,15814.500000000
3001,F,27.0000,24165.000000000
3002,M,37.0000,13518.000000000
3003,F,57.0000,18876.000000000
3005,F,38.0000,17872.500000000
3006,M,52.0000,15883.000000000
3007,F,32.0000,19939.000000000
3008,M,37.0000,13461.000000000
3009,M,32.0000,12712.000000000
3010,M,37.0000,14065.500000000
3011,M,35.5000,15696.500000000
3012,F,27.0000,18543.000000000
3013,M,27.0000,13962.000000000
3014,M,42.8571,16895.285714285
3015,M,47.0000,20159.000000000
3016,M,37.0000,15018.000000000
3017,F,32.0000,14336.000000000
3018,M,47.0000,18131.000000000
3019,F,33.3333,16333.666666666
3020,M,34.0000,14662.000000000
3021,M,32.0000,11425.500000000
3022,M,27.0000,12680.666666666
3023,M,21.0000,14593.000000000
3024,M,42.0000,22106.000000000
3025,M,37.0000,12665.000000000
3026,M,32.0000,15609.000000000
3027,M,52.0000,15266.000000000
3028,F,37.0000,15362.000000000
3029,M,25.3333,17980.666666666
3030,M,34.5000,12080.500000000
3032,F,37.0000,17049.000000000
3033,M,32.0000,21600.000000000
3034,F,52.0000,19497.000000000
3035,F,37.0000,17125.000000000
3036,F,27.0000,24750.000000000
3037,M,60.7500,19413.250000000
3038,M,40.5000,13022.500000000
3039,M,27.0000,19947.000000000
3040,M,42.0000,15077.000000000
3041,M,28.0000,16126.125000000
3042,M,46.2500,11459.500000000
3044,F,32.0000,20218.000000000
3046,M,53.0000,16752.000000000
3047,M,37.0000,14485.333333333
3048,M,67.0000,16105.000000000
3049,F,42.0000,20028.000000000
3050,M,26.5714,13944.285714285
3051,M,21.0000,13835.000000000
3052,M,27.0000,13509.000000000
3053,M,27.0000,19184.000000000
3054,M,42.0000,22379.000000000
3055,M,37.0000,20430.000000000
3056,M,37.0000,17710.500000000
3057,F,26.2308,19681.615384615
3058,F,32.0000,15339.000000000
3059,F,52.0000,20327.000000000
3061,F,37.0000,16133.000000000
3062,M,42.0000,21237.000000000
3063,M,42.0000,14372.000000000
3064,M,37.0000,14949.000000000
3065,M,37.0000,15750.000000000
3066,M,52.0000,17889.000000000
3067,M,32.6667,16159.333333333
3068,F,57.0000,21003.000000000
3069,M,57.0000,13890.000000000
3070,M,57.0000,21010.000000000
3071,F,33.0000,19198.500000000
3072,M,55.2000,13892.400000000
3073,M,42.0000,21780.000000000
3074,M,47.0000,12231.000000000
3075,F,21.0000,15811.000000000
3076,M,54.0000,13039.000000000
3077,M,36.5000,15690.666666666
3078,F,42.0000,19273.000000000
3079,M,37.0000,12387.666666666
3080,M,47.0000,17149.000000000
3081,M,37.0000,13972.000000000
3082,M,47.0000,21287.000000000
3083,M,52.0000,14108.000000000
3084,M,27.0000,14933.000000000
3085,M,45.7500,14315.750000000
3086,M,53.3333,16457.333333333
3087,M,32.0000,21600.000000000
3088,M,47.0000,21900.000000000
3089,M,36.2500,14089.250000000
3090,F,42.0000,19000.000000000
3091,M,47.0000,13433.000000000
3092,F,52.0000,20656.000000000
3093,M,19.6667,19003.666666666
3094,M,60.0000,17014.000000000
3095,M,37.0000,14476.000000000
3096,F,52.2500,18123.250000000
3097,M,27.0000,13852.000000000
3098,M,27.0000,13534.000000000
3099,F,37.0000,22167.000000000
3100,M,53.0000,18179.000000000
3101,M,42.0000,12592.000000000
3102,M,32.6667,13966.333333333
3103,M,37.0000,26960.000000000
3104,M,37.0000,17996.000000000
3105,F,42.0000,20197.000000000
3106,M,51.0000,18842.800000000
3107,M,35.0000,13403.666666666
3108,F,37.0000,15998.000000000
3109,F,21.0000,14229.000000000
3110,F,42.0000,23221.000000000
3111,M,57.0000,14511.000000000
3112,F,37.0000,12715.750000000
3113,M,47.0000,13215.000000000
3114,M,57.0000,12318.000000000
3115,M,47.0000,18426.000000000
3116,F,27.0000,20261.000000000
3117,M,42.0000,21913.000000000
3118,F,42.0000,17597.000000000
3119,F,37.0000,12623.000000000
3120,M,32.0000,13520.000000000
3121,M,34.3333,15902.666666666
3122,M,42.0000,18261.000000000
3123,F,52.0000,14344.000000000
3124,M,53.3333,16982.333333333
3125,M,42.0000,16246.500000000
3126,F,27.0000,22455.000000000
3127,M,37.0000,14207.500000000
3128,M,35.8750,13350.375000000
3129,F,42.0000,17307.000000000
3130,F,37.0000,24009.000000000
3131,M,37.7857,16523.785714285
3132,M,21.0000,12331.000000000
3133,M,42.0000,14313.000000000
3134,F,32.0000,16826.000000000
3135,M,44.8000,13063.600000000
3136,M,58.0000,19770.000000000
3137,F,42.0000,25239.000000000
3138,M,22.3333,16778.000000000
3139,M,47.0000,17289.800000000
3140,M,32.0000,12808.000000000
3141,M,53.0000,11161.000000000
3142,F,21.0000,15400.000000000
3143,M,32.0000,21346.000000000
3144,M,42.0000,15478.000000000
3145,F,43.3333,17686.666666666
3146,M,52.4000,18128.400000000
3147,M,21.0000,15683.000000000
3148,M,47.0000,15097.800000000
3149,F,32.0000,14972.000000000
3150,M,37.0000,12701.000000000
3151,M,40.4000,19455.400000000
3152,M,47.0000,14819.000000000
3153,M,46.2500,15298.500000000
3154,F,45.3333,17557.333333333
3155,M,42.0000,21600.000000000
3156,F,44.5000,22726.000000000
3157,M,42.0000,16037.000000000
3158,M,33.0000,12157.250000000
3159,M,21.0000,12953.000000000
3160,F,24.6667,15683.000000000
3161,M,21.6667,19837.666666666
3162,F,21.0000,25022.000000000
3163,M,46.6667,16360.333333333
3164,F,27.0000,16157.000000000
3165,F,26.6250,18234.625000000
3166,M,21.0000,17386.000000000
3167,M,37.0000,17249.500000000
3168,F,25.5000,18702.500000000
3169,M,52.0000,19194.000000000
3170,F,32.0000,11476.000000000
3171,F,32.0000,18093.000000000
3172,M,37.0000,14187.000000000
3173,M,21.0000,14417.000000000
3174,M,35.5000,14618.000000000
3175,M,32.0000,13363.500000000
3176,M,21.0000,14139.000000000
3177,M,37.0000,17643.500000000
3178,F,25.5000,14287.666666666
3179,M,32.0000,12475.000000000
3180,M,42.0000,14020.500000000
3181,M,57.0000,12253.000000000
3182,M,43.4286,11707.857142857
3183,M,27.0000,17460.000000000
3184,M,32.0000,15965.000000000
3185,F,27.0000,22208.000000000
3186,M,37.0000,15282.000000000
3187,F,55.8000,13986.200000000
3188,M,21.0000,21600.000000000
3189,M,33.0000,16878.500000000
3190,M,32.0000,19948.000000000
3191,F,27.0000,16539.000000000
3192,M,52.0000,15385.000000000
3193,M,42.0000,19942.000000000
3194,M,37.0000,14101.000000000
3195,F,47.0000,14902.000000000
3196,M,32.0000,20152.000000000
3197,F,47.0000,16409.000000000
3198,F,27.0000,13580.000000000
3199,F,37.0000,18695.000000000
3200,F,47.0000,19260.000000000
3201,F,43.2500,16426.250000000
3202,F,27.0000,19743.000000000
3203,F,41.2500,18193.375000000
3204,M,59.5000,12392.500000000
3205,M,28.0000,13875.500000000
3206,M,21.0000,19426.000000000
3207,F,32.4000,16434.200000000
3208,M,42.6667,13925.666666666
3209,F,42.0000,18340.000000000
3210,M,42.0000,11813.000000000
3211,F,27.0000,13745.000000000
3212,M,27.0000,11886.250000000
3213,M,21.0000,20272.000000000
3214,F,45.5000,13775.500000000
3215,M,50.3333,13659.000000000
3216,M,39.5000,21748.000000000
3218,M,39.5000,12226.000000000
3219,M,37.0000,16590.000000000
3220,M,21.0000,16886.000000000
3221,M,27.0000,13761.000000000
3222,M,26.0000,13945.000000000
3223,M,-1.0000,17683.000000000
3224,M,36.0000,14417.200000000
3225,F,37.0000,12909.000000000
3226,F,36.0000,20559.800000000
3227,F,45.5000,15868.500000000
3228,M,45.8000,17849.000000000
3229,M,52.0000,15376.000000000
3230,M,27.0000,12949.000000000
3231,F,42.0000,23855.000000000
3232,M,52.0000,15784.000000000
3233,F,16.0000,16943.000000000
3234,M,27.0000,15587.666666666
3235,M,42.0000,16561.000000000
3236,F,27.0000,17893.000000000
3237,F,27.0000,15728.000000000
3238,M,37.0000,14926.000000000
3239,M,27.0000,10742.000000000
3240,M,37.0000,15216.000000000
3241,M,57.0000,14347.000000000
3242,M,21.0000,16119.000000000
3243,F,21.0000,15998.000000000
3244,F,47.0000,21600.000000000
3245,M,28.6667,13135.666666666
3246,M,52.9167,17094.000000000
3247,M,45.5000,12946.500000000
3248,F,42.0000,13572.000000000
3249,M,27.0000,14373.000000000
3250,M,27.0000,21600.000000000
3251,F,21.0000,21257.000000000
3252,M,35.1667,12605.500000000
3253,M,32.0000,11220.000000000
3254,F,25.5000,13784.500000000
3255,M,52.0000,13392.500000000
3256,M,25.5000,20243.000000000
3257,M,42.0000,18429.000000000
3258,M,37.0000,11956.000000000
3260,M,37.0000,12103.000000000
3261,M,42.0000,17074.000000000
3262,M,57.0000,14102.000000000
3263,M,39.5000,14981.500000000
3264,M,32.0000,14509.000000000
3266,M,53.2500,18497.750000000
3267,M,62.0000,18027.000000000
3268,M,32.0000,19445.000000000
3269,M,47.0000,15265.000000000
3270,M,47.0000,12556.000000000
3271,M,27.0000,15529.000000000
3272,M,27.0000,15467.000000000
3273,M,37.0000,16056.000000000
3275,M,21.0000,10750.333333333
3276,F,37.0000,19564.000000000
3277,M,47.0000,11719.000000000
3278,M,52.0000,22385.000000000
3279,M,47.0000,15180.000000000
3280,M,52.0000,19026.000000000
3281,M,27.0000,13912.000000000
3282,M,32.0000,17838.000000000
3283,M,40.0000,18361.500000000
3284,F,42.0000,20586.000000000
3285,M,67.0000,21444.000000000
3286,M,27.0000,19702.000000000
3287,M,36.0000,16638.666666666
3288,M,39.4000,16348.600000000
3289,M,42.0000,12970.000000000
3290,M,32.0000,15891.000000000
3291,M,32.0000,15168.000000000
3292,M,45.8000,14151.200000000
3293,M,36.8000,14529.600000000
3294,M,42.0000,14854.000000000
3295,M,27.0000,20654.000000000
3296,F,27.0000,13233.000000000
3297,M,47.0000,13772.500000000
3298,F,44.5000,17061.500000000
3299,M,57.0000,18296.000000000
3300,F,32.0000,13290.000000000
3301,M,47.0000,12920.000000000
3302,F,52.0000,17999.000000000
3303,M,39.5000,13985.250000000
3304,M,47.0000,29576.000000000
3305,M,33.0000,12878.000000000
3306,M,47.0000,11561.000000000
3307,M,37.0000,16597.000000000
3308,F,21.0000,12827.000000000
3309,M,37.0000,14612.400000000
3310,F,42.0000,13260.000000000
3311,M,52.0000,14174.000000000
3312,M,20.2000,14524.200000000
3313,F,27.0000,15885.000000000
3314,M,52.0000,13649.000000000
3315,M,30.3333,12736.000000000
3316,M,32.0000,14388.000000000
3317,M,32.0000,14732.000000000
3318,M,27.0000,21600.000000000
3319,F,27.0000,12168.000000000
3320,M,46.5000,17373.333333333
3321,M,42.0000,14228.000000000
3322,M,52.6667,16756.666666666
3323,M,37.0000,21521.000000000
3324,M,32.0000,14556.000000000
3325,M,37.0000,12806.000000000
3326,M,37.0000,14935.000000000
3327,M,35.5000,19265.000000000
3328,M,37.0000,11936.000000000
3329,F,24.0000,15062.000000000
3330,M,32.0000,12542.000000000
3331,M,42.0000,13147.000000000
3332,F,37.0000,16961.000000000
3333,M,52.0000,19793.000000000
3334,F,37.0000,20718.000000000
3335,F,42.6667,17638.666666666
3336,M,67.0000,18162.000000000
3337,M,27.0000,14297.000000000
3338,M,40.3333,15765.666666666
3339,M,21.0000,14236.000000000
3340,M,42.0000,13815.000000000
3341,M,49.5000,21766.500000000
3342,F,57.0000,22839.000000000
3343,M,35.5000,13133.833333333
3344,F,42.5000,15130.500000000
3345,M,57.0000,22117.000000000
3346,M,37.0000,15803.000000000
3347,F,43.0000,15517.000000000
3348,F,40.0000,15242.333333333
3349,M,42.0000,17283.000000000
3350,M,35.5000,12715.500000000
3351,F,27.0000,22053.000000000
3352,M,37.0000,16982.000000000
3353,M,40.5714,16927.000000000
3354,M,32.0000,9694.000000000
3355,F,40.0000,17292.666666666
3356,M,37.0000,15164.000000000
3357,F,42.0000,23808.000000000
3358,M,35.0000,14047.666666666
3359,M,21.0000,13758.000000000
3360,M,37.0000,19299.250000000
3361,M,42.6667,15853.000000000
3362,M,47.2500,14818.875000000
3363,F,21.0000,17467.000000000
3364,M,42.2857,16596.285714285
3365,F,21.0000,21230.000000000
3366,F,47.0000,19336.000000000
3367,F,32.0000,12772.000000000
3368,M,27.0000,14094.000000000
3369,M,37.0000,20396.000000000
3370,M,27.0000,25952.000000000
3371,F,37.0000,15313.000000000
3372,M,49.5000,14117.500000000
3373,F,47.0000,18649.833333333
3374,F,48.0000,16029.000000000
3375,M,45.5000,12543.000000000
3376,F,32.0000,16297.000000000
3377,F,22.5000,16315.000000000
3378,F,42.0000,14789.500000000
3379,M,21.0000,14465.000000000
3380,F,52.0000,15409.000000000
3381,M,21.0000,12304.000000000
3382,F,42.0000,17527.000000000
3383,F,32.0000,14381.000000000
3384,F,25.5000,16708.000000000
3385,M,32.0000,12560.000000000
3386,M,32.0000,20469.000000000
3387,F,52.0000,17079.333333333
3388,M,52.0000,16855.000000000
3389,M,32.0000,13309.000000000
3390,F,21.0000,14389.000000000
3391,M,37.0000,19350.000000000
3392,F,27.0000,14840.000000000
3393,M,32.0000,25230.000000000
3394,M,42.0000,19167.666666666
3395,M,21.0000,12534.000000000
3396,M,47.0000,15452.333333333
3397,M,32.0000,20609.000000000
3398,M,46.0000,14106.833333333
3400,F,21.0000,15316.000000000
3401,M,57.0000,19033.000000000
3402,M,42.0000,13642.000000000
3403,M,43.0000,14444.500000000
3404,M,28.0000,13760.500000000
3405,M,27.0000,14793.000000000
3406,M,45.5000,14291.000000000
3407,M,47.0000,19966.000000000
3408,M,27.0000,15370.000000000
3409,M,51.0000,18729.000000000
3410,M,37.0000,13249.000000000
3411,M,32.0000,18099.000000000
3412,M,32.5000,17368.500000000
3413,M,57.0000,20475.000000000
3414,F,37.0000,12011.000000000
3415,M,57.0000,13586.000000000
3416,M,27.0000,15124.000000000
3417,F,42.0000,14929.000000000
3418,M,42.0000,20056.000000000
3419,M,32.0000,15004.000000000
3420,F,21.0000,19585.000000000
3421,M,47.0000,21600.000000000
3422,F,52.0000,15861.000000000
3423,M,42.8889,13550.222222222
3424,M,52.0000,20201.000000000
3425,F,27.0000,14368.000000000
3426,M,32.0000,12938.000000000
3427,M,47.0000,12915.000000000
3428,M,47.0000,16898.000000000
3429,M,35.5000,12408.500000000
3430,F,32.0000,14949.500000000
3431,M,32.0000,16299.500000000
3432,M,46.2500,16458.000000000
3433,F,32.0000,13862.000000000
3434,M,45.5000,13787.000000000
3435,M,37.0000,22774.000000000
3436,F,42.0000,13516.000000000
3437,M,33.4000,17062.400000000
3438,F,52.0000,21824.000000000
3440,M,26.4000,14949.000000000
3441,M,37.0000,15678.666666666
3442,F,21.0000,16271.000000000
3443,M,42.0000,13663.000000000
3444,M,32.0000,16918.000000000
3445,M,45.5000,15260.500000000
3447,M,26.0000,13801.333333333
3448,M,35.5000,17856.500000000
3449,M,47.0000,17011.000000000
3450,F,37.0000,20396.000000000
3451,M,32.0000,16814.000000000
3452,M,37.0000,19973.000000000
3453,M,27.0000,16878.000000000
3454,F,27.0000,13550.000000000
3455,F,32.0000,19611.000000000
3456,M,27.0000,16389.000000000
3457,M,27.0000,17318.500000000
3458,F,42.0000,16104.000000000
3459,M,57.0000,15528.000000000
3460,M,32.0000,9868.000000000
3461,M,36.1429,14252.857142857
3462,F,45.5000,12465.000000000
3463,F,42.0000,17201.000000000
3465,F,32.0000,14288.000000000
3466,F,47.0000,18809.000000000
3467,F,27.0000,19028.142857142
3468,M,37.0000,17176.000000000
3469,M,43.0000,12504.500000000
3470,M,46.0000,16486.666666666
3471,M,47.0000,14902.000000000
3472,M,27.0000,16970.000000000
3473,M,25.8000,12337.600000000
3474,M,52.0000,22563.000000000
3475,F,27.0000,24246.000000000
3476,M,45.8000,13426.600000000
3477,F,26.0000,17930.000000000
3478,M,52.0000,23677.000000000
3479,F,43.0000,18057.000000000
3480,M,37.0000,16296.000000000
3481,F,47.0000,17980.000000000
3482,F,32.0000,16437.750000000
3483,M,46.2500,15124.750000000
3484,M,42.0000,19611.000000000
3485,M,27.0000,17424.000000000
3486,M,21.0000,13865.000000000
3487,F,32.6667,14612.833333333
3488,F,56.7500,18304.250000000
3489,F,27.0000,18792.000000000
3490,M,42.6667,17473.000000000
3492,M,62.0000,19543.500000000
3493,M,33.0000,11138.500000000
3494,F,21.0000,19849.000000000
3495,M,47.0000,14943.600000000
3496,M,25.0000,10839.333333333
3497,M,67.0000,17419.000000000
3498,M,52.0000,20030.000000000
3499,F,37.0000,18302.000000000
3500,M,42.0000,15859.000000000
3501,F,32.0000,20541.000000000
3502,F,55.0000,14752.142857142
3503,M,44.3333,19611.666666666
3504,F,21.0000,17946.000000000
3505,M,47.0000,13027.500000000
3506,M,42.0000,22669.500000000
3507,M,32.0000,29643.000000000
3508,M,47.0000,17035.000000000
3509,F,39.8000,18796.400000000
3510,M,42.6667,13407.000000000
3511,F,37.0000,23597.000000000
3512,M,62.0000,12678.000000000
3513,M,27.0000,22612.000000000
3514,M,32.0000,15485.000000000
3515,F,27.8000,17715.600000000
3516,F,32.0000,17841.000000000
3517,F,40.3333,19009.833333333
3518,M,32.0000,11361.000000000
3519,M,42.0000,23404.000000000
3520,M,24.0000,11548.000000000
3521,M,27.0000,14384.000000000
3522,M,47.0000,11687.500000000
3523,M,42.0000,20066.500000000
3524,M,42.0000,17049.000000000
3525,M,47.0000,13561.000000000
3526,M,27.0000,12140.000000000
3527,M,27.0000,18025.000000000
3528,F,27.0000,19611.333333333
3529,M,21.0000,16564.000000000
3530,F,42.0000,16494.000000000
3531,M,52.0000,16976.250000000
3532,M,27.0000,14682.000000000
3533,M,32.0000,11948.000000000
3534,F,47.0000,20402.000000000
3535,M,27.0000,13507.500000000
3536,M,47.0000,24975.000000000
3537,M,32.0000,15527.000000000
3538,M,42.0000,11654.000000000
3539,M,45.5000,16494.000000000
3540,M,36.0909,13319.727272727
3541,M,27.0000,9932.000000000
3542,F,42.0000,15351.000000000
3543,M,52.0000,16842.000000000
3544,M,21.0000,13228.000000000
3545,M,52.0000,19026.000000000
3546,M,32.0000,28100.000000000
3547,M,21.0000,17693.000000000
3548,M,37.0000,13667.000000000
3549,F,21.0000,16276.000000000
3550,M,32.0000,14078.000000000
3551,F,37.0000,13586.000000000
3552,M,32.0000,20237.500000000
3553,M,42.0000,16442.000000000
3554,M,42.0000,17279.000000000
3555,M,32.8571,15766.571428571
3556,F,52.0000,21496.000000000
3557,F,32.0000,15234.000000000
3558,M,50.0000,13294.666666666
3559,M,27.0000,18018.000000000
3560,M,30.0000,16167.000000000
3561,F,47.0000,18509.000000000
3562,M,21.0000,15577.000000000
3563,M,37.6667,19701.666666666
3565,F,27.0000,19759.000000000
3566,M,42.0000,13763.000000000
3567,M,27.0000,10847.000000000
3568,M,32.0000,15491.000000000
3569,F,27.0000,17717.000000000
3570,M,35.5000,16254.500000000
3571,M,37.0000,17120.000000000
3572,M,67.0000,21245.500000000
3573,F,44.7500,18649.250000000
3574,M,29.5000,13360.000000000
3575,M,36.6000,14015.200000000
3576,M,57.1429,18851.857142857
3577,M,21.0000,12703.000000000
3578,F,47.0000,19809.000000000
3579,M,27.7143,17458.142857142
3580,F,37.0000,23300.000000000
3581,F,47.0000,22776.000000000
3582,M,35.0000,16106.000000000
3584,F,57.0000,19225.000000000
3585,M,33.2500,16772.250000000
3586,F,35.5000,16034.500000000
3587,M,47.0000,20497.000000000
3588,M,27.0000,10803.000000000
3589,M,21.0000,17316.000000000
3590,F,42.0000,18895.000000000
3591,F,37.0000,14070.000000000
3592,M,37.0000,17055.000000000
3593,F,53.0000,14856.000000000
3594,F,55.5000,18302.250000000
3595,M,28.5000,13499.000000000
3596,F,42.0000,19441.500000000
3597,M,37.0000,15206.000000000
3598,M,37.0000,25724.000000000
3599,M,26.0000,19146.666666666
3600,M,70.0000,21253.000000000
3601,M,49.5000,13829.000000000
3602,F,37.0000,16895.000000000
